ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
0TX4,heliport,Aerospatiale Helicopter Corp Heliport,535,NA,US,US-TX,Grand Prairie,0TX4,,0TX4,"-97.0271987915039, 32.711700439453125"
0TX5,small_airport,Shiloh Airport,635,NA,US,US-TX,Flower Mound,0TX5,,0TX5,"-97.11969757080078, 33.02399826049805"
0TX6,small_airport,Elm Creek Airpark,550,NA,US,US-TX,Seguin,0TX6,,0TX6,"-97.99690246582031, 29.505199432373047"
0TX7,closed,Lazy K Acres Airport,700,NA,US,US-TX,Grapevine,,,,"-97.150297, 32.950102"
0TX8,small_airport,Jacobia Field,570,NA,US,US-TX,Greenville,0TX8,,0TX8,"-96.04329681396484, 33.18040084838867"
0TX9,small_airport,Card Aerodrome,540,NA,US,US-TX,Greenville,0TX9,,0TX9,"-96.11689758300781, 33.250099182128906"
0U0,small_airport,Landmark US Forest Service Airport,6662,NA,US,US-ID,Landmark,0U0,,0U0,"-115.532997131, 44.6423988342"
0U1,small_airport,Warm Springs Creek Airport,4831,NA,US,US-ID,Lowman,0U1,,0U1,"-115.31400299072266, 44.1421012878418"
0U2,small_airport,Copper Basin Airport,7920,NA,US,US-ID,Mackay,0U2,,0U2,"-113.83100128173828, 43.80179977416992"
0U3,small_airport,Mahoney Creek US Forest Service Airport,4618,NA,US,US-ID,Mahoney Creek,0U3,,0U3,"-114.92099762, 44.7445983887"
0U7,small_airport,Hollow Top Airport,5359,NA,US,US-ID,Martin,0U7,,0U7,"-113.58799743652344, 43.32490158081055"
0U8,small_airport,May Airport,5324,NA,US,US-ID,May,0U8,,0U8,"-113.89600372314453, 44.610198974609375"
0U9,small_airport,Lee Williams Memorial Airport,2617,NA,US,US-ID,Midvale,0U9,,0U9,"-116.75800323486328, 44.46160125732422"
0VA0,heliport,Mostly Harmless Heliport,330,NA,US,US-VA,Bumpass,0VA0,,0VA0,"-77.77749633789062, 37.96540069580078"
0VA1,small_airport,Johnson Fox Field,900,NA,US,US-VA,Bedford,0VA1,,0VA1,"-79.58529663085938, 37.23350143432617"
0VA2,small_airport,Riverwood Airport,1020,NA,US,US-VA,Iron Gate,0VA2,,0VA2,"-79.7667007446289, 37.79650115966797"
0VA3,small_airport,Hunt Airport,150,NA,US,US-VA,Manquin,0VA3,,0VA3,"-77.09529876708984, 37.69879913330078"
0VA4,small_airport,Worley Field,1219,NA,US,US-VA,Rocky Mount,0VA4,,0VA4,"-79.87950134277344, 36.95009994506836"
0VA5,small_airport,Coffman Field,280,NA,US,US-VA,Richmond,0VA5,,0VA5,"-77.66089439390001, 37.6941443722"
0VA6,heliport,Mc Guire Va Medical Center Pad Heliport,178,NA,US,US-VA,Richmond,0VA6,,0VA6,"-77.46219635010002, 37.49599838259999"
0VA7,small_airport,Flatrock Air Strip,425,NA,US,US-VA,Richmond,0VA7,,0VA7,"-77.81939697265625, 37.52320098876953"
0VA8,small_airport,Jayarz Airport,210,NA,US,US-VA,Mannboro,0VA8,,0VA8,"-77.79119873046875, 37.28580093383789"
0VA9,small_airport,Handy Strip,8,NA,US,US-VA,Gloucester Court House,0VA9,,0VA9,"-76.45379638671875, 37.4473991394043"
0VI1,small_airport,Brooklyn Airport,145,NA,US,US-VA,Manquin,0VI1,,0VI1,"-77.10140228271484, 37.688899993896484"
0W0,seaplane_base,Seattle Seaplanes Seaplane Base,14,NA,US,US-WA,Seattle,0W0,,0W0,"-122.33200073242188, 47.627601623535156"
0W7,seaplane_base,Floathaven Seaplane Base,307,NA,US,US-WA,Bellingham,0W7,,0W7,"-122.33599853515625, 48.72819900512695"
0WA0,heliport,Streamline Heliport,116,NA,US,US-WA,Machias,0WA0,,0WA0,"-122.03800201416, 47.982898712158"
0WA1,small_airport,Dwight Field,350,NA,US,US-WA,Chehalis,0WA1,,0WA1,"-122.82599639892578, 46.61709976196289"
0WA2,small_airport,Curtis Airport,254,NA,US,US-WA,Curtis,0WA2,,0WA2,"-123.1050033569336, 46.59040069580078"
0WA3,closed,Air Columbia Heliport,149,NA,US,US-WA,Stevenson,,,,"-121.900002, 45.682599"
0WA4,heliport,Hansen Heliport,1250,NA,US,US-WA,East Wenatchee,0WA4,,0WA4,"-120.27999877929688, 47.43619918823242"
0WA5,heliport,Ware Mountain Heliport,750,NA,US,US-WA,Mount Vernon,0WA5,,0WA5,"-122.28800201416016, 48.37929916381836"
0WA6,heliport,Stevens Memorial Hospital Heliport,370,NA,US,US-WA,Edmonds,0WA6,,0WA6,"-122.33399963378906, 47.8036994934082"
0WA7,heliport,Shamrock Port Heliport,2172,NA,US,US-WA,Newman Lake,0WA7,,0WA7,"-117.08399963378906, 47.77690124511719"
0WA8,heliport,Childrens Hospital Emergency Heliport,125,NA,US,US-WA,Seattle,0WA8,,0WA8,"-122.28099822998047, 47.66400146484375"
0WA9,heliport,Naval Station Everett Heliport,5,NA,US,US-WA,Everett,0WA9,,0WA9,"-122.224295139, 47.986460601"
0WI0,heliport,Aurora St Luke's Medical Center Heliport,761,NA,US,US-WI,Milwaukee,0WI0,,0WI0,"-87.95149993896484, 42.98889923095703"
0WI1,small_airport,Mort's Landing Airport,1255,NA,US,US-WI,Comstock,0WI1,,0WI1,"-92.1418991089, 45.507198333699996"
0WI2,small_airport,Doering Farms Airfield,910,NA,US,US-WI,Monches,0WI2,,0WI2,"-88.3333969116211, 43.20140075683594"
0WI3,heliport,Aurora Lakeland Medical Center Heliport,1040,NA,US,US-WI,Elkhorn,0WI3,,0WI3,"-88.4968032836914, 42.66170120239258"
0WI4,small_airport,Snow Crest Ranch Airport,810,NA,US,US-WI,Montello,0WI4,,0WI4,"-89.35260009765625, 43.82939910888672"
0WI5,small_airport,Crash In International Airport,755,NA,US,US-WI,Husher,0WI5,,0WI5,"-87.8906021118164, 42.793399810791016"
0WI6,small_airport,Simandl Field/Private Airport,805,NA,US,US-WI,Muskego,0WI6,,0WI6,"-88.1578979492, 42.8736000061"
0WI7,small_airport,With Wings And A Halo Airport,760,NA,US,US-WI,Neenah,0WI7,,0WI7,"-88.4992980957, 44.1335983276"
0WI8,small_airport,Oconomowoc Airport,885,NA,US,US-WI,Oconomowoc,0WI8,,0WI8,"-88.47229766845703, 43.13890075683594"
0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,931,NA,US,US-WI,Oregon,0WI9,,0WI9,"-89.3386993408, 42.9314002991"
0WN0,small_airport,Rucilla's Roost Airport,15,NA,US,US-WA,Sequim,0WN0,,0WN0,"-123.11299896240234, 48.137298583984375"
0WN1,small_airport,Shangri-La Airport,1500,NA,US,US-WA,Selah,0WN1,,0WN1,"-120.60199737548828, 46.75189971923828"
0WN2,small_airport,Coopers Landing,435,NA,US,US-WA,Kennewick,0WN2,,0WN2,"-119.015, 46.127778"
0WN4,heliport,Olympia Heliport,200,NA,US,US-WA,Olympia,0WN4,,0WN4,"-122.89199829101562, 46.9640007019043"
0WN5,small_airport,Potts Field,815,NA,US,US-WI,North Cape,0WN5,,0WN5,"-88.04869842529297, 42.79970169067383"
0WN6,heliport,L-Z Blue Thunder Heliport,75,NA,US,US-WA,Blaine,0WN6,,0WN6,"-122.81800079345703, 48.953399658203125"
0WN7,heliport,Enumclaw Community Hospital Heliport,700,NA,US,US-WA,Enumclaw,0WN7,,0WN7,"-121.98100280761719, 47.20650100708008"
0WN8,heliport,Sheldon Heliport,2129,NA,US,US-ID,Coeur D'Alene,0WN8,,0WN8,"-116.85199737548828, 47.2510986328125"
0WN9,small_airport,Wings For Christ Airport,1000,NA,US,US-WA,Omak,0WN9,,0WN9,"-119.486058, 48.430464"
0WY0,small_airport,Freedom Air Ranch Airport,5698,NA,US,US-WY,Freedom,0WY0,,0WY0,"-111.038056, 43.039722"
0WY1,small_airport,Dorsey Creek Ranch Airport,4017,NA,US,US-WY,Basin,0WY1,,0WY1,"-108.163333, 44.411111"
0XA0,heliport,Parkland Hospital Nr 2 Heliport,548,NA,US,US-TX,Dallas,,,,"-96.838799, 32.811402"
0XA2,heliport,Fort Duncan Medical Center Heliport,884,NA,US,US-TX,Eagle Pass,0XA2,,0XA2,"-100.45700073242188, 28.712099075317383"
0XA3,heliport,Midstream Freeport Heliport,6,NA,US,US-TX,Freeport,0XA3,,0XA3,"-95.28309631347656, 28.97170066833496"
0XA4,small_airport,Seven C's Ranch Airport,331,NA,US,US-TX,Freer,0XA4,,0XA4,"-98.8822021484375, 27.99690055847168"
0XA5,small_airport,74 Ranch Airport,320,NA,US,US-TX,Campbellton,0XA5,,0XA5,"-98.38279724121094, 28.684900283813477"
0XA6,heliport,Jaxon Landing Heliport,3270,NA,US,US-TX,Lubbock,0XA6,,0XA6,"-101.93900299072266, 33.45000076293945"
0XA7,small_airport,Bar 3 Ranch Airport,744,NA,US,US-TX,Georgetown,0XA7,,0XA7,"-97.62509918, 30.66270065"
0XA8,small_airport,Ohho Airport,1340,NA,US,US-TX,Dripping Springs,0XA8,,0XA8,"-98.1082992553711, 30.270000457763672"
0XA9,heliport,Methodist Mansfield Medical Center Heliport,633,NA,US,US-TX,Mansfield,0XA9,,0XA9,"-97.09529876708984, 32.56779861450195"
0XS0,small_airport,Diamond H Ranch Airport,511,NA,US,US-TX,Catarina,0XS0,,0XS0,"-99.55870056152344, 28.400299072265625"
0XS1,small_airport,Rodgers Roost Airport,129,NA,US,US-TX,El Campo,0XS1,,0XS1,"-96.34970092773438, 29.287799835205078"
0XS2,small_airport,John Fields Ranch Airport,2342,NA,US,US-TX,Sonora,0XS2,,0XS2,"-100.53399658203125, 30.554899215698242"
0XS3,heliport,South Texas Project Heliport,32,NA,US,US-TX,Palacios,0XS3,,0XS3,"-96.04190063476562, 28.792200088500977"
0XS4,heliport,Eds Heliport,602,NA,US,US-TX,Allen,0XS4,,0XS4,"-96.68609619140625, 33.09170150756836"
0XS5,heliport,Southeastern Helicopters Heliport,5,NA,US,US-TX,South Padre Island,0XS5,,0XS5,"-97.17389678955078, 26.14699935913086"
0XS6,small_airport,Lakeside Beach Airport,800,NA,US,US-TX,Spicewood,0XS6,,0XS6,"-98.14700317382812, 30.500999450683594"
0XS7,small_airport,Anacacho Ranch Airport,1067,NA,US,US-TX,Spofford,0XS7,,0XS7,"-100.2750015258789, 29.1919002532959"
0XS8,small_airport,Dunbar Ranch Airport,958,NA,US,US-TX,Spofford,0XS8,,0XS8,"-100.375, 29.076099395751953"
0XS9,small_airport,French Field,540,NA,US,US-TX,Bullard,0XS9,,0XS9,"-95.339583, 32.134042"
0Y4,small_airport,Lambert Fechter Municipal Airport,1452,NA,US,US-IA,Hartley,0Y4,,0Y4,"-95.47000122070312, 43.16419982910156"
0Y6,small_airport,Lake Mills Municipal Airport,1260,NA,US,US-IA,Lake Mills,0Y6,,0Y6,"-93.50849914550781, 43.41659927368164"
0Z2,small_airport,Road Commission Nr 1 Airport,2525,NA,US,US-AK,Denali,0Z2,,0Z2,"-147.53199768066406, 63.10820007324219"
0Z3,seaplane_base,Shannons Pond Seaplane Base,80,NA,US,US-AK,Dillingham,AA15,,AA15,"-158.577191, 59.058998"
10AK,small_airport,Hunt Strip,200,NA,US,US-AK,Wasilla,10AK,,10AK,"-149.67799377441406, 61.59189987182617"
10AL,heliport,North Jackson Hospital Heliport,650,NA,US,US-AL,Bridgeport,10AL,,10AL,"-85.7708969116211, 34.91400146484375"
10AR,heliport,Huntsville Memorial Hospital Heliport,1495,NA,US,US-AR,Huntsville,10AR,,10AR,"-93.74240112304688, 36.09400177001953"
10AZ,small_airport,Pierce Airport,860,NA,US,US-AZ,Buckeye,10AZ,,10AZ,"-112.61799621582031, 33.36640167236328"
10CA,heliport,William E Poole Heliport,3120,NA,US,US-CA,Apple Valley,10CA,,10CA,"-117.172451019, 34.6022520024"
10CL,closed,Joe Gottlieb Field,347,NA,US,US-CA,Bakersfield,,,,"-119.195, 35.368"
10CN,heliport,St Helena Hospital Heliport,581,NA,US,US-CA,St Helena,10CN,,10CN,"-122.475, 38.5433333"
10CO,small_airport,Silkman Farms Inc. Airport,4000,NA,US,US-CO,Burlington,10CO,,10CO,"-102.212997437, 39.45470047"
10D,small_airport,Winsted Municipal Airport,1030,NA,US,US-MN,Winsted,10D,,10D,"-94.06690216064453, 44.95000076293945"
10F,small_airport,Rosser Ranch Airport,1112,NA,US,US-TX,Graham,10F,,10F,"-98.62529754638672, 33.01539993286133"
10FA,small_airport,Flying Baron Estates Airport,75,NA,US,US-FL,Leesburg,10FA,,10FA,"-81.93589782714844, 28.797500610351562"
10FD,small_airport,Seven Feathers Airport,68,NA,US,US-FL,Dunnellon,10FD,,10FD,"-82.40460205078125, 29.00659942626953"
10FL,heliport,Fishermen's Hospital Emergency Helistop,5,NA,US,US-FL,Marathon,10FL,,10FL,"-81.09449768066406, 24.710399627685547"
10GA,small_airport,Beaverbrook Aerodrome,910,NA,US,US-GA,Griffin,10GA,,10GA,"-84.29830169677734, 33.32509994506836"
10IA,small_airport,Flyers Airport,830,NA,US,US-IA,Waterloo,10IA,,10IA,"-92.25019836425781, 42.41669845581055"
10ID,small_airport,Flat Top Airstrip,5841,NA,US,US-ID,Muldoon,10ID,,10ID,"-113.9219970703125, 43.49440002441406"
10II,heliport,Franciscan Health Rensselaer Heliport,660,NA,US,US-IN,Rensselaer,10II,,10II,"-87.138159, 40.934997"
10IL,heliport,Riverside Medical Center Heliport,620,NA,US,US-IL,Kankakee,10IL,,10IL,"-87.88529968261719, 41.123600006103516"
10IN,closed,Squires Airport,1000,NA,US,US-IN,Connersville,,,,"-85.048897, 39.718399"
10KS,heliport,University of Kansas Hospital Heliport,958,NA,US,US-KS,Kansas City,10KS,,10KS,"-94.608892, 39.056277"
10KY,heliport,Southwest Government Center Heliport,480,NA,US,US-KY,Louisville,10KY,,10KY,"-85.83689880371094, 38.148399353027344"
10LA,small_airport,Industrial Helicopters Inc. Airport,35,NA,US,US-LA,Scott,10LA,,10LA,"-92.09600067138672, 30.247400283813477"
10LS,small_airport,G & J Fly A Way Ultralightport,20,NA,US,US-LA,Youngsville,10LS,,10LS,"-91.99459838867188, 30.046300888061523"
10MA,seaplane_base,Beaver Lake Seaplane Base,384,NA,US,US-MA,Ware,10MA,,10MA,"-72.30699920654297, 42.26259994506836"
10ME,heliport,PVH Heliport,368,NA,US,US-ME,Lincoln,10ME,,10ME,"-68.516636, 45.348713"
10MI,heliport,St Mary's Hospital Heliport,595,NA,US,US-MI,Saginaw,10MI,,10MI,"-83.9385986328125, 43.425899505615234"
10MN,seaplane_base,Lookout Lake Seaplane Base,1200,NA,US,US-MN,Ironton,10MN,,10MN,"-93.95610046386719, 46.4375"
10MO,closed,Eckerts Airstrip,839,NA,US,US-MO,Williamsburg,,,,"-91.704301, 38.914501"
10MS,heliport,Daniel Emergency Response Team Heliport,20,NA,US,US-MS,Moss Point,10MS,,10MS,"-88.55889892578125, 30.53030014038086"
10MT,small_airport,Hoolie Airport,2526,NA,US,US-MT,Haxby,10MT,,10MT,"-106.48400115966797, 47.83330154418945"
10MU,heliport,Freeman Neosha Hospital Heliport,1110,NA,US,US-MO,Neosho,10MU,,10MU,"-94.368896484375, 36.867801666259766"
10NC,small_airport,Johnston Farm Airport,60,NA,US,US-NC,Jackson,10NC,,10NC,"-77.5093994140625, 36.343101501464844"
10ND,small_airport,Smith Strip,2200,NA,US,US-ND,Halliday,10ND,,10ND,"-102.36199951171875, 47.1875"
10NE,heliport,St Joseph Hospital Heliport,1130,NA,US,US-NE,Omaha,10NE,,10NE,"-95.95449829101562, 41.26559829711914"
10NH,heliport,Clark Heliport,320,NA,US,US-NH,Hampstead,10NH,,10NH,"-71.17970275878906, 42.87409973144531"
10NJ,heliport,St Francis M C Helistop,55,NA,US,US-NJ,Trenton,10NJ,,10NJ,"-74.73880004882812, 40.21839904785156"
10NR,heliport,CHS Union Heliport,581,NA,US,US-NC,Monroe,10NR,,10NR,"-80.522055, 34.976678"
10NY,heliport,Beaver Meadow Heliport,1195,NA,US,US-NY,Remsen,10NY,,10NY,"-75.15959930419922, 43.36899948120117"
10OH,small_airport,Zoellner Airport,617,NA,US,US-OH,Huron,10OH,,10OH,"-82.62909698486328, 41.402801513671875"
10OK,small_airport,Hickory Hills Airport,1175,NA,US,US-OK,Norman,10OK,,10OK,"-97.21700286865234, 35.16669845581055"
10OR,small_airport,Stevens Mountain Airport,1000,NA,US,US-OR,Vernonia,10OR,,10OR,"-123.23200225830078, 45.78929901123047"
10PA,heliport,Piac Heliport,8,NA,US,US-PA,Essington,10PA,,10PA,"-75.31050109863281, 39.86259841918945"
10PN,heliport,One Meridian Plaza Heliport,560,NA,US,US-PA,Philadelphia,10PN,,10PN,"-75.24410247802734, 39.93069839477539"
10SD,heliport,Wanblee Health Center Heliport,2654,NA,US,US-SD,Wanblee,10SD,,10SD,"-101.660223, 43.563836"
10TA,heliport,Bear Creek Heliport,100,NA,US,US-TX,Houston,10TA,,10TA,"-95.63490295410156, 29.792200088500977"
10TE,small_airport,Gottwald Field,440,NA,US,US-TX,Harwood,10TE,,10TE,"-97.50029754638672, 29.666900634765625"
10TN,small_airport,Flatwood Field,600,NA,US,US-TN,Lebanon,10TN,,10TN,"-86.35440063476562, 36.0718994140625"
10TS,closed,Saint's Strip Ultralightport,980,NA,US,US-TX,Marion,,,,"-98.103104, 29.5525"
10TX,heliport,Jbh Aerospace Heliport,15,NA,US,US-TX,Ingleside,10TX,,10TX,"-97.2238998413086, 27.84469985961914"
10UT,heliport,Gilbert Development Corp Heliport,3300,NA,US,US-UT,Hurricane,10UT,,10UT,"-113.434444, 37.172778"
10VA,small_airport,Nashs Airport,785,NA,US,US-VA,Appomattox,10VA,,10VA,"-78.81310272216797, 37.38629913330078"
10VG,heliport,WAVY TV Heliport,20,NA,US,US-VA,Portsmouth,10VG,,10VG,"-76.298344, 36.829702"
10WA,closed,Mullan Hill Airport,2310,NA,US,US-WA,Spokane,,,,"-117.413001, 47.5546"
10WI,small_airport,Buds Landing Airport,850,NA,US,US-WI,Pound,10WI,,10WI,"-88.18949890136719, 45.11579895019531"
10WY,small_airport,Willow Creek Ranch Airport,5521,NA,US,US-WY,Kaycee,10WY,,10WY,"-106.823611, 43.423333"
10XS,small_airport,Flying S Air Ranch Airport,1447,NA,US,US-TX,Brownwood,10XS,,10XS,"-98.9093017578125, 31.779499053955078"
11AK,small_airport,Rocking T. Ranch Airport,1190,NA,US,US-AK,Delta Junction,11AK,,11AK,"-145.501998901, 63.9995994568"
11AL,heliport,Ech Stagefield Army Heliport,268,NA,US,US-AL,Fort Rucker/Ozark,11AL,,11AL,"-85.75150299072266, 31.393699645996094"
11AR,heliport,CHI St. Vincent Hospital Hot Springs Heliport,558,NA,US,US-AR,Hot Springs,11AR,,11AR,"-93.065766, 34.468846"
11AZ,small_airport,Whetstone Airport,4250,NA,US,US-AZ,Huachuca City,11AZ,,11AZ,"-110.29000091552734, 31.683700561523438"
11CA,small_airport,Turner Field,300,NA,US,US-CA,Fowler,11CA,,11CA,"-119.72200012207031, 36.673301696777344"
11CL,small_airport,Hansen Airport,2885,NA,US,US-CA,Adelanto,11CL,,11CL,"-117.65299987792969, 34.630001068115234"
11CN,heliport,Shasta Regional Medical Center Heliport,622,NA,US,US-CA,Redding,11CN,,11CN,"-122.387976, 40.585116"
11CO,closed,Channel 7 Heliport,5300,NA,US,US-CO,Denver,,,,"-104.984, 39.7253"
11FA,small_airport,B & L Farms Airport,9,NA,US,US-FL,Homestead,11FA,,11FA,"-80.49980163574219, 25.58370018005371"
11FD,heliport,North Okaloosa Medical Center Heliport,230,NA,US,US-FL,Crestview,11FD,,11FD,"-86.56269836425781, 30.735700607299805"
11FL,small_airport,Williams Field,88,NA,US,US-FL,Middleburg,11FL,,11FL,"-81.88089752197266, 30.042999267578125"
11G,closed,Johnson Field,630,NA,US,US-MI,Smiths Creek,,,,"-82.585501, 42.921101"
11GA,closed,De Kalb General Hospital Heliport,1012,NA,US,US-GA,Decatur,,,,"-84.282204, 33.7897"
11GE,heliport,Apple 1 Heliport,1273,NA,US,US-GA,Cumming,11GE,,11GE,"-84.06639862060547, 34.26029968261719"
11ID,closed,Riddle Airport,5356,NA,US,US-ID,Riddle,,,,"-116.112999, 42.185504"
11II,small_airport,Atterbury Field (Camp Atterbury),710,NA,US,US-IN,Nineveh,11II,,11II,"-86.0305023193, 39.3417015076"
11IL,heliport,Presence St Mary's Hospital - Kankakee Heliport,610,NA,US,US-IL,Kankakee,11IL,,11IL,"-87.873075, 41.120718"
11IN,small_airport,Jr's Airport,950,NA,US,US-IN,Danville,11IN,,11IN,"-86.53810119628906, 39.81890106201172"
11IS,heliport,St Anthony Memorial Hospital Heliport,593,NA,US,US-IL,Effingham,11IS,,11IS,"-88.55059814453125, 39.125"
11KS,closed,Sheller's Airport,1090,NA,US,US-KS,Tonganoxie,,,,"-95.148904, 39.116695"
11KY,heliport,Southwest Hospital Heliport,500,NA,US,US-KY,Louisville,11KY,,11KY,"-85.83609771728516, 38.11589813232422"
11LA,seaplane_base,Tiger Pass Seaplane Base,,NA,US,US-LA,Venice,11LA,,11LA,"-89.35299682617188, 29.258800506591797"
11LL,small_airport,Thacker Airport,720,NA,US,US-IL,Chenoa,11LL,,11LL,"-88.769108, 40.722514"
11LS,small_airport,Jasmine Hill Airport,120,NA,US,US-LA,Glenmora,11LS,,11LS,"-92.56900024414062, 30.97599983215332"
11M,small_airport,Fulton-Itawamba County Airport,450,NA,US,US-MS,Fulton,11M,,11M,"-88.3772964477539, 34.35200119018555"
11MA,small_airport,Bulljump Airport,60,NA,US,US-MA,Wareham,11MA,,11MA,"-70.7583999633789, 41.80730056762695"
11MD,small_airport,Tim's Airport,42,NA,US,US-MD,Salisbury,11MD,,11MD,"-75.62779998779297, 38.43330001831055"
11MI,heliport,Wagner's Landing Heliport,975,NA,US,US-MI,Clarkston,11MI,,11MI,"-83.4374008178711, 42.738399505615234"
11MN,closed,Sixberry's Landing Seaplane Base,1372,NA,US,US-MN,Chisholm,,,,"-93.048203, 47.6777"
11MO,small_airport,Redgate Ranch Airport,820,NA,US,US-MO,Williamsburg,11MO,,11MO,"-91.63520050048828, 38.90169906616211"
11MT,small_airport,Lammers Airport,4098,NA,US,US-MT,Shawmut,11MT,,11MT,"-109.490555, 46.462777"
11MU,small_airport,Rocky Top Airfield,1273,NA,US,US-MO,Gainesville,11MU,,11MU,"-92.465578, 36.657916"
11N,small_airport,Candlelight Farms Airport,675,NA,US,US-CT,New Milford,11N,,11N,"-73.46620178222656, 41.56679916381836"
11NC,heliport,Sprint/Midatlantic Telecom Heliport,427,NA,US,US-NC,Youngsville,11NC,,11NC,"-78.5188980102539, 36.02149963378906"
11NE,small_airport,Kaan Airport,4650,NA,US,US-NE,Harrison,11NE,,11NE,"-103.91600036621094, 42.442501068115234"
11NJ,heliport,Southdown Heliport,128,NA,US,US-NJ,Pluckemin,11NJ,,11NJ,"-74.66419982910156, 40.64070129394531"
11NK,small_airport,Hop House Airpark,530,NA,US,US-NY,Fort Plain,11NK,,11NK,"-74.61170196533203, 42.91389846801758"
11NR,heliport,Dosher Heliport,19,NA,US,US-NC,Southport,11NR,,11NR,"-78.0203889, 33.9280833"
11NY,small_airport,Saikkonen Airport,969,NA,US,US-NY,Spencer,11NY,,11NY,"-76.44969940185547, 42.20899963378906"
11OA,small_airport,Hide-A-Way Hills Resort Airport,780,NA,US,US-OH,Bremen,11OA,,11OA,"-82.466796875, 39.64310073852539"
11OG,small_airport,Unity Airport,3975,NA,US,US-OR,Unity,11OG,,11OG,"-118.18699645996094, 44.45130157470703"
11OH,heliport,Fayette County Memorial Hospital Heliport,977,NA,US,US-OH,Washington Court House,11OH,,11OH,"-83.4279139, 39.5477528"
11OK,small_airport,Beefor Ranch Airport,1150,NA,US,US-OK,Purcell,11OK,,11OK,"-97.38359832763672, 35.07229995727539"
11OR,small_airport,Holiday Sky Ranch Airport,510,NA,US,US-OR,Sutherlin,11OR,,11OR,"-123.28500366210938, 43.39350128173828"
11PA,heliport,Sherrie John Manor Heliport,400,NA,US,US-PA,Mechanicsburg,11PA,,11PA,"-77.0457992553711, 40.26259994506836"
11PN,small_airport,Eakin Airport,1489,NA,US,US-PA,Cranberry,11PN,,11PN,"-79.732778, 41.3525"
11S,small_airport,Sekiu Airport,355,NA,US,US-WA,Sekiu,11S,,11S,"-124.31400299072266, 48.2661018371582"
11TA,heliport,Conoco Heliport,91,NA,US,US-TX,Houston,11TA,,11TA,"-95.61109924316406, 29.789400100708008"
11TE,small_airport,Flying M Ranch Airport,700,NA,US,US-TX,Grandview,11TE,,11TE,"-97.20449829101562, 32.30009841918945"
11TN,small_airport,Salem Field,425,NA,US,US-TN,Clarksville,11TN,,11TN,"-87.36669921875, 36.474998474121094"
11TS,small_airport,Pt Enterprise D&W Ranch Airport,526,NA,US,US-TX,Mexia,11TS,,11TS,"-96.4113998413086, 31.657899856567383"
11TX,small_airport,Butler Airport,840,NA,US,US-TX,Sherman,11TX,,11TX,"-96.69059753417969, 33.66680145263672"
11UT,small_airport,Flying R Airport,5060,NA,US,US-UT,Huntsville,11UT,,11UT,"-111.7110611, 41.2538528"
11VA,heliport,Chesapeake General Hospital Heliport,21,NA,US,US-VA,Chesapeake,11VA,,11VA,"-76.24410247802734, 36.741798400878906"
11VG,small_airport,Devil's Reach Landing Airport,28,NA,US,US-VA,Oak Grove,11VG,,11VG,"-77.00060272216797, 38.20940017700195"
